Bilineal Timer,Bilineal Timer Mean,Bilineal Timer Std,Splines Timer,Splines Timer Mean,Splines Timer Std,bloques,ecm,k,kNN Timer,kNN Timer Mean,kNN Timer Std,method,name
,,,,,,-1,39.8614498666,3,"13509.0, 9679.0, 8562.0, 9131.0, 9679.0, 10585.0, 10595.0, 11496.0, 10017.0, 9952.0",10320.5,1313.46200935,knn,rostro_1
,,,,,,-1,1584.26219986,9,"14294.0, 19221.0, 15489.0, 16265.0, 16946.0, 16865.0, 34412.0, 13828.0, 41741.0, 13095.0",20215.6,9232.03316935,knn,paisaje_2
,,,,,,-1,227.184320993,7,"25908.0, 11101.0, 30537.0, 16382.0, 9762.0, 13256.0, 13921.0, 28111.0, 18272.0, 35102.0",20235.2,8495.63945563,knn,rostro_2
,,,,,,-1,68.8290371329,1,"7830.0, 26532.0, 7797.0, 8545.0, 8263.0, 7523.0, 37203.0, 12593.0, 9570.0, 9464.0",13532.0,9573.85852204,knn,paisaje_1
,,,,,,-1,103.502776724,7,"11646.0, 12510.0, 14933.0, 15718.0, 14314.0, 22250.0, 14262.0, 18599.0, 13103.0, 15704.0",15303.9,2960.92287809,knn,rostro_1
,,,,,,-1,488.621432703,1,"8500.0, 7173.0, 7611.0, 6695.0, 7132.0, 26554.0, 7060.0, 7391.0, 8494.0, 10020.0",9663.0,5707.15202181,knn,geometrica_1
,,,,,,-1,2681.4421179,4,"9673.0, 17192.0, 13184.0, 23178.0, 9768.0, 9174.0, 11577.0, 11982.0, 8845.0, 15752.0",13032.5,4303.9476356,knn,geometrica_1
,,,,,,-1,331.719037817,7,"12540.0, 22938.0, 11494.0, 13348.0, 24940.0, 11811.0, 10389.0, 10246.0, 15986.0, 11058.0",14475.0,5006.74596919,knn,paisaje_1
,,,,,,-1,18.4349972948,1,"6393.0, 7464.0, 7867.0, 6272.0, 6814.0, 9006.0, 7595.0, 8784.0, 18763.0, 29466.0",10842.4,7105.6996728,knn,rostro_1
,,,,,,-1,5241.77791183,4,"12283.0, 9939.0, 9171.0, 8944.0, 9840.0, 12455.0, 9543.0, 11591.0, 10938.0, 16397.0",11110.1,2128.1253464,knn,geometrica_2
,,,,,,-1,644.323088787,4,"13836.0, 12820.0, 17832.0, 19756.0, 15435.0, 15261.0, 47616.0, 13229.0, 9252.0, 15792.0",18082.9,10210.6235995,knn,paisaje_2
,,,,,,-1,5749.59370278,7,"11088.0, 10401.0, 12794.0, 11910.0, 10658.0, 10741.0, 15327.0, 11739.0, 14739.0, 9636.0",11903.3,1776.15551402,knn,geometrica_1
,,,,,,-1,334.381670512,3,"15082.0, 20522.0, 9275.0, 107168.0, 13894.0, 8596.0, 14943.0, 12045.0, 15542.0, 10726.0",22779.3,28324.1425962,knn,paisaje_2
,,,,,,-1,489.031871692,9,"12662.0, 13192.0, 11732.0, 16039.0, 10960.0, 17717.0, 12020.0, 11202.0, 12879.0, 11095.0",12949.8,2126.44801488,knn,paisaje_1
,,,"246080.0, 244066.0, 270058.0, 243901.0, 240981.0, 240512.0, 255957.0, 244953.0, 269792.0, 316499.0",257279.9,22374.747616230223,3,14319.264701966296,1023,,,,splines,mountain
,,,"134030.0, 136536.0, 137734.0, 131853.0, 144134.0, 154280.0, 134023.0, 159411.0, 140494.0, 150653.0",142314.8,9015.629881489147,12,925.0399895102921,127,,,,splines,mountain
,,,"248913.0, 247101.0, 245267.0, 245909.0, 256210.0, 247181.0, 252984.0, 263551.0, 254506.0, 247119.0",250874.1,5556.363441136658,16,944.2346664837398,127,,,,splines,mountain
,,,"296803.0, 281711.0, 285790.0, 283114.0, 283928.0, 297914.0, 311396.0, 281644.0, 289487.0, 355558.0",296734.5,21568.081019182027,17,14319.264701966296,127,,,,splines,mountain
,,,"95452.0, 99607.0, 98799.0, 95074.0, 93248.0, 95297.0, 92966.0, 95723.0, 96705.0, 94181.0",95705.2,2056.4275722718758,4,901.2379374909639,127,,,,splines,mountain
,,,"135684.0, 127981.0, 124665.0, 122862.0, 129331.0, 129334.0, 119855.0, 121334.0, 119588.0, 128554.0",125918.8,4885.1602798680005,8,926.4183337894593,127,,,,splines,mountain
,,,"155293.0, 148371.0, 161415.0, 153221.0, 149041.0, 166237.0, 159062.0, 153136.0, 155389.0, 149361.0",155052.6,5495.6593817302755,12,246.06702408845652,15,,,,splines,mountain
,,,"629349.0, 630079.0, 638287.0, 633303.0, 651248.0, 630331.0, 630230.0, 626143.0, 634861.0, 629781.0",633361.2,6761.887766001444,129,14319.264701966296,15,,,,splines,mountain
,,,"150502.0, 158411.0, 155047.0, 153265.0, 155314.0, 151972.0, 156122.0, 157942.0, 160184.0, 156141.0",155490.0,2825.5216155605676,16,246.04860159856096,15,,,,splines,mountain
,,,"202217.0, 224760.0, 197451.0, 195361.0, 204355.0, 216339.0, 200310.0, 196328.0, 197338.0, 201535.0",203599.4,9085.068554501942,4,240.96942097717678,15,,,,splines,mountain
,,,"164577.0, 169801.0, 163937.0, 161601.0, 165147.0, 163308.0, 173642.0, 166437.0, 163930.0, 163911.0",165629.1,3375.180867746201,8,244.51333948329375,15,,,,splines,mountain
,,,"151584594.0, 151414683.0, 151706209.0, 151085644.0, 151463286.0, 151051239.0, 151330642.0, 156694338.0, 154750811.0, 151752542.0",152283398.8,1787054.1330955143,1025,14319.264701966296,1,,,,splines,mountain
,,,"997513.0, 1006761.0, 1021398.0, 1010672.0, 1002274.0, 974591.0, 986270.0, 999322.0, 1024091.0, 1000985.0",1002387.7,14098.78935263592,12,2.8532610391432356,1,,,,splines,mountain
,,,"886849.0, 883572.0, 886511.0, 892012.0, 898445.0, 896219.0, 917422.0, 902061.0, 897618.0, 885609.0",894631.8,9683.36787280128,16,2.7792738235342456,1,,,,splines,mountain
,,,"1724416.0, 1723172.0, 1706679.0, 1755369.0, 1719121.0, 1713487.0, 1899325.0, 1795127.0, 1721169.0, 1760703.0",1751856.8,55508.76967975421,4,3.5266933768356097,1,,,,splines,mountain
,,,"1088140.0, 1102012.0, 1092411.0, 1102407.0, 1105402.0, 1095497.0, 1086801.0, 1094579.0, 1077280.0, 1085641.0",1093017.0,8342.12299118156,8,2.9895936572042547,1,,,,splines,mountain
,,,"82944.0, 83985.0, 84003.0, 88567.0, 85872.0, 83488.0, 96766.0, 88616.0, 83659.0, 83811.0",86171.1,4037.732642213944,4,1488.5040645236127,255,,,,splines,mountain
,,,"197861.0, 201104.0, 198655.0, 198356.0, 203330.0, 200117.0, 201852.0, 209343.0, 202269.0, 217746.0",203063.3,5816.879301653078,8,1493.0623818448976,255,,,,splines,mountain
,,,"269586.0, 262076.0, 281833.0, 264633.0, 265694.0, 267869.0, 292316.0, 265961.0, 274318.0, 267507.0",271179.3,8832.545567954914,9,14319.264701966296,255,,,,splines,mountain
,,,"112029.0, 113954.0, 113503.0, 108129.0, 108709.0, 115237.0, 109391.0, 112562.0, 110538.0, 113193.0",111724.5,2286.8290819385693,12,420.79021346460235,31,,,,splines,mountain
,,,"136464.0, 132428.0, 150824.0, 137672.0, 132944.0, 134097.0, 134339.0, 135222.0, 137347.0, 142156.0",137349.3,5228.2925520670715,16,418.92905560950464,31,,,,splines,mountain
,,,"132211.0, 132239.0, 145815.0, 131530.0, 135468.0, 130817.0, 129479.0, 136001.0, 133672.0, 136756.0",134398.8,4414.061934318547,4,407.89591394438025,31,,,,splines,mountain
,,,"427572.0, 406350.0, 432932.0, 403379.0, 426995.0, 409985.0, 422479.0, 431814.0, 423175.0, 469828.0",425450.9,17826.624293174522,65,14319.264701966296,31,,,,splines,mountain
,,,"124234.0, 131439.0, 124206.0, 124756.0, 123679.0, 125611.0, 127711.0, 126110.0, 125480.0, 127584.0",126081.0,2205.8848111358852,8,420.7069984501242,31,,,,splines,mountain
,,,"453274.0, 472058.0, 442958.0, 461393.0, 478417.0, 442805.0, 452559.0, 453347.0, 457566.0, 450969.0",456534.6,10885.232208823107,12,30.99090344157216,3,,,,splines,mountain
,,,"496013.0, 545005.0, 766607.0, 824275.0, 703437.0, 561589.0, 611796.0, 611226.0, 530296.0, 494585.0",614482.9,108723.5608168257,16,30.915140311752022,3,,,,splines,mountain
,,,"729258.0, 721842.0, 740460.0, 720610.0, 714698.0, 726810.0, 726009.0, 713715.0, 729756.0, 738020.0",726117.8,8389.332545560463,4,32.72378436457118,3,,,,splines,mountain
,,,"23283992.0, 23068236.0, 23470481.0, 23646361.0, 23155930.0, 23394801.0, 23075666.0, 23681303.0, 26282337.0, 25636531.0",23869563.8,1074157.507544103,513,14319.264701966296,3,,,,splines,mountain
,,,"500183.0, 515312.0, 502004.0, 507242.0, 491091.0, 491683.0, 499568.0, 486334.0, 516300.0, 508146.0",501786.3,9625.907760310192,8,31.44144568372578,3,,,,splines,mountain
,,,"140819.0, 139707.0, 144659.0, 151087.0, 148783.0, 140775.0, 142754.0, 140111.0, 146827.0, 145702.0",144122.4,3740.346593565896,4,2606.0828503518364,511,,,,splines,mountain
,,,"251654.0, 255256.0, 262517.0, 267934.0, 255905.0, 273686.0, 253631.0, 256444.0, 263819.0, 289587.0",263043.3,11027.639802333044,5,14319.264701966296,511,,,,splines,mountain
,,,"87312.0, 86909.0, 90601.0, 96171.0, 85619.0, 101997.0, 90467.0, 86380.0, 87376.0, 91500.0",90433.2,4887.990175931208,12,641.2458369269634,63,,,,splines,mountain
,,,"159939.0, 162193.0, 160631.0, 160596.0, 168723.0, 163743.0, 161060.0, 165895.0, 162080.0, 162556.0",162741.6,2593.0210257535514,16,647.6387603280392,63,,,,splines,mountain
,,,"342498.0, 332484.0, 325900.0, 350214.0, 351767.0, 327541.0, 333858.0, 334275.0, 339941.0, 548896.0",358737.4,63919.24242698751,33,14319.264701966296,63,,,,splines,mountain
,,,"101287.0, 97205.0, 117777.0, 95819.0, 96522.0, 97077.0, 99492.0, 101220.0, 113688.0, 99392.0",101947.9,7177.3645922441465,4,622.4056673004794,63,,,,splines,mountain
,,,"99237.0, 97258.0, 96820.0, 96508.0, 98525.0, 95103.0, 97422.0, 95903.0, 95385.0, 102440.0",97460.1,2067.2645911929126,8,642.4349158167597,63,,,,splines,mountain
,,,"257769.0, 271351.0, 248802.0, 247806.0, 254861.0, 252132.0, 282231.0, 255370.0, 250985.0, 257491.0",257879.8,10268.852095536287,12,116.28186278537949,7,,,,splines,mountain
,,,"253164.0, 248377.0, 245022.0, 254759.0, 246049.0, 265366.0, 255017.0, 260457.0, 253061.0, 261843.0",254311.5,6403.539119112181,16,116.37353268542,7,,,,splines,mountain
,,,"4281806.0, 4322378.0, 4376081.0, 4286895.0, 4233682.0, 4436690.0, 4326585.0, 4377799.0, 4225596.0, 4328558.0",4319607.0,62562.53355323776,257,14319.264701966296,7,,,,splines,mountain
,,,"396154.0, 376617.0, 366701.0, 356288.0, 351381.0, 336919.0, 345618.0, 358577.0, 342258.0, 349696.0",358020.9,16851.07692968019,4,115.70965851046624,7,,,,splines,mountain
,,,"268839.0, 280430.0, 270807.0, 269010.0, 270397.0, 264094.0, 265119.0, 261491.0, 262364.0, 268307.0",268085.8,5172.649085333355,8,116.20591410872854,7,,,,splines,mountain
,,,"246116.0, 259257.0, 238806.0, 247015.0, 244366.0, 255167.0, 277370.0, 250697.0, 272960.0, 285243.0",257699.7,14897.693674189975,3,20722.66475927383,1023,,,,splines,nic-cage
,,,"132030.0, 133537.0, 137342.0, 132969.0, 132549.0, 133487.0, 139921.0, 135010.0, 136660.0, 139241.0",135274.6,2703.17839588881,12,644.0476895846776,127,,,,splines,nic-cage
,,,"249234.0, 250328.0, 252487.0, 250158.0, 248638.0, 257209.0, 252804.0, 250426.0, 252482.0, 267159.0",253092.5,5231.912962769928,16,649.6184564075704,127,,,,splines,nic-cage
,,,"295239.0, 311591.0, 314015.0, 320887.0, 308529.0, 306931.0, 301164.0, 302139.0, 320739.0, 320362.0",310159.6,8537.919292192917,17,20722.66475927383,127,,,,splines,nic-cage
,,,"93154.0, 92926.0, 93251.0, 100851.0, 92994.0, 93752.0, 92766.0, 95226.0, 93536.0, 106990.0",95544.6,4456.043877701385,4,667.7607427208596,127,,,,splines,nic-cage
,,,"129058.0, 138940.0, 128640.0, 140184.0, 127437.0, 128260.0, 138559.0, 141494.0, 127495.0, 129767.0",132983.4,5645.016070836292,8,652.1614302683331,127,,,,splines,nic-cage
,,,"147596.0, 148916.0, 146404.0, 147435.0, 153951.0, 145936.0, 149219.0, 147377.0, 146655.0, 158705.0",149219.4,3833.4577916027715,12,98.1381695078674,15,,,,splines,nic-cage
,,,"607347.0, 620889.0, 611261.0, 637869.0, 660064.0, 600011.0, 632600.0, 672397.0, 605858.0, 630039.0",627833.5,22699.317832260953,129,20722.66475927383,15,,,,splines,nic-cage
,,,"158089.0, 150985.0, 153225.0, 155181.0, 155418.0, 151273.0, 156312.0, 156449.0, 161241.0, 156965.0",155513.8,2947.9337102451946,16,98.3275680431669,15,,,,splines,nic-cage
,,,"198096.0, 202160.0, 199383.0, 196731.0, 195764.0, 202334.0, 203480.0, 193148.0, 195697.0, 195662.0",198245.5,3291.8197474952967,4,97.54585853042623,15,,,,splines,nic-cage
,,,"166738.0, 160884.0, 162190.0, 169288.0, 161192.0, 161969.0, 167669.0, 169736.0, 161847.0, 164149.0",164566.2,3290.4408762352805,8,97.7709923373208,15,,,,splines,nic-cage
,,,"152488351.0, 152906970.0, 152603207.0, 152948370.0, 152903287.0, 153332757.0, 153095476.0, 144739085.0, 146900920.0, 151519683.0",151343810.6,2841882.202541731,1025,20722.66475927383,1,,,,splines,nic-cage
,,,"952474.0, 943577.0, 965006.0, 939165.0, 937617.0, 944698.0, 951430.0, 941977.0, 1045046.0, 1021451.0",964244.1,35704.14521718732,12,7.214889906895507,1,,,,splines,nic-cage
,,,"910761.0, 906030.0, 892427.0, 893960.0, 902075.0, 893674.0, 909844.0, 982127.0, 952615.0, 925041.0",916855.4,27724.37398824363,16,7.169995195790016,1,,,,splines,nic-cage
,,,"1777611.0, 1737033.0, 1745891.0, 1725650.0, 1720936.0, 1733201.0, 1792010.0, 1963226.0, 1725156.0, 1748586.0",1766930.0,69029.2555341574,4,7.696698100062381,1,,,,splines,nic-cage
,,,"1218182.0, 1156409.0, 1267819.0, 1136254.0, 1191395.0, 1085375.0, 1070832.0, 1068330.0, 1077002.0, 1397427.0",1166902.5,100637.72191703269,8,7.294506170325321,1,,,,splines,nic-cage
,,,"84229.0, 89446.0, 84282.0, 86712.0, 85391.0, 85050.0, 82628.0, 86858.0, 84150.0, 86313.0",85505.9,1814.6315025370852,4,1881.706039275429,255,,,,splines,nic-cage
,,,"200589.0, 199215.0, 203838.0, 198217.0, 201292.0, 197515.0, 199504.0, 202598.0, 211377.0, 201465.0",201561.0,3754.034256636452,8,1746.3507494877217,255,,,,splines,nic-cage
,,,"272462.0, 264744.0, 279687.0, 261837.0, 291572.0, 318054.0, 288995.0, 269768.0, 301640.0, 288359.0",283711.8,16696.015559408177,9,20722.66475927383,255,,,,splines,nic-cage
,,,"105400.0, 105390.0, 105229.0, 109640.0, 108459.0, 107376.0, 106437.0, 107000.0, 107846.0, 112648.0",107542.5,2179.856061761877,12,179.78897180140726,31,,,,splines,nic-cage
,,,"136228.0, 137241.0, 136004.0, 144774.0, 140542.0, 137944.0, 136506.0, 138273.0, 140548.0, 137981.0",138604.1,2553.4666416462146,16,178.8444245797388,31,,,,splines,nic-cage
,,,"133918.0, 133762.0, 132937.0, 139098.0, 134711.0, 133778.0, 136289.0, 139360.0, 132138.0, 138588.0",135457.9,2548.9003687865084,4,178.99207269624793,31,,,,splines,nic-cage
,,,"401398.0, 411082.0, 395303.0, 396732.0, 414515.0, 398185.0, 426635.0, 404125.0, 422821.0, 446264.0",411706.0,15455.667044809163,65,20722.66475927383,31,,,,splines,nic-cage
,,,"127639.0, 124596.0, 129165.0, 127999.0, 127415.0, 128136.0, 124584.0, 126002.0, 125817.0, 139557.0",128091.0,4090.763645091219,8,177.46398426448545,31,,,,splines,nic-cage
,,,"430150.0, 429682.0, 433552.0, 427842.0, 432919.0, 430592.0, 433786.0, 425750.0, 433730.0, 430975.0",430897.8,2558.6654646514457,12,27.55329779123052,3,,,,splines,nic-cage
,,,"477608.0, 484431.0, 474411.0, 469208.0, 479056.0, 482943.0, 487002.0, 500342.0, 493646.0, 465194.0",481384.1,10157.315525767623,16,27.550963569225523,3,,,,splines,nic-cage
,,,"707279.0, 718346.0, 711665.0, 733389.0, 720781.0, 732925.0, 744335.0, 725008.0, 736716.0, 761755.0",729219.9,15398.292434227895,4,27.72753912739636,3,,,,splines,nic-cage
,,,"23111271.0, 22905094.0, 23120657.0, 23116497.0, 23356169.0, 22831793.0, 22703776.0, 23410484.0, 24775110.0, 25485119.0",23481597.0,864198.4160450655,513,20722.66475927383,3,,,,splines,nic-cage
,,,"500674.0, 496469.0, 507723.0, 502572.0, 483152.0, 480498.0, 487617.0, 483014.0, 484721.0, 481972.0",490841.2,9512.352987563067,8,27.563600284965634,3,,,,splines,nic-cage
,,,"144579.0, 138812.0, 140681.0, 141756.0, 145055.0, 143165.0, 140261.0, 149648.0, 147519.0, 163291.0",145476.7,6735.813017743293,4,3710.174065078586,511,,,,splines,nic-cage
,,,"289397.0, 259920.0, 257587.0, 256550.0, 269396.0, 319011.0, 257250.0, 264689.0, 253572.0, 267409.0",269478.1,19183.106903992375,5,20722.66475927383,511,,,,splines,nic-cage
,,,"87514.0, 87773.0, 87637.0, 91236.0, 86199.0, 90712.0, 86494.0, 87884.0, 91093.0, 92189.0",88873.1,2079.9654059623203,12,341.8909775412115,63,,,,splines,nic-cage
,,,"158590.0, 164587.0, 160562.0, 161831.0, 164301.0, 166294.0, 168217.0, 167985.0, 170487.0, 163612.0",164646.6,3510.0459028337505,16,340.50291837297107,63,,,,splines,nic-cage
,,,"329429.0, 327267.0, 343942.0, 326597.0, 352773.0, 363995.0, 329347.0, 325846.0, 348018.0, 332675.0",337988.9,12646.286011711105,33,20722.66475927383,63,,,,splines,nic-cage
,,,"96597.0, 104079.0, 97982.0, 101440.0, 100177.0, 99377.0, 97124.0, 99138.0, 103930.0, 98805.0",99864.9,2459.4482490997857,4,343.6248702779939,63,,,,splines,nic-cage
,,,"95891.0, 97166.0, 100789.0, 105958.0, 96215.0, 102130.0, 96503.0, 95543.0, 100307.0, 99173.0",98967.5,3195.4705522035406,8,341.56111957862055,63,,,,splines,nic-cage
,,,"234849.0, 245586.0, 240798.0, 239324.0, 238922.0, 243378.0, 239950.0, 241645.0, 246929.0, 271393.0",244277.4,9616.035838119573,12,58.454509943190274,7,,,,splines,nic-cage
,,,"273991.0, 260561.0, 246183.0, 245804.0, 249151.0, 252697.0, 254539.0, 260505.0, 257955.0, 259542.0",256092.8,8008.373952307672,16,58.58696132170319,7,,,,splines,nic-cage
,,,"4117965.0, 3960194.0, 4037097.0, 4044671.0, 4038531.0, 3978524.0, 4098415.0, 3981974.0, 4013645.0, 4040814.0",4031183.0,47912.862239695096,257,20722.66475927383,7,,,,splines,nic-cage
,,,"350631.0, 354195.0, 358477.0, 361080.0, 358889.0, 393476.0, 360904.0, 357799.0, 364264.0, 362027.0",362174.2,11079.348345457867,4,57.33241107745544,7,,,,splines,nic-cage
,,,"267064.0, 271284.0, 268512.0, 272180.0, 278625.0, 274099.0, 285941.0, 268972.0, 278145.0, 264759.0",272958.1,6081.985998832947,8,58.371490241165624,7,,,,splines,nic-cage
,,,"352458.0, 289268.0, 315874.0, 379033.0, 302041.0, 298111.0, 288341.0, 290756.0, 342687.0, 287019.0",314558.8,30765.945666597017,3,31130.393211844224,1023,,,,splines,pattern1
,,,"144278.0, 140524.0, 131030.0, 133479.0, 131824.0, 132008.0, 132825.0, 138835.0, 135767.0, 132278.0",135284.8,4246.569834584143,12,5710.533194423306,127,,,,splines,pattern1
,,,"250448.0, 242091.0, 242925.0, 248847.0, 244574.0, 246581.0, 243891.0, 244863.0, 244297.0, 244792.0",245330.9,2462.117602796422,16,5604.3880648847025,127,,,,splines,pattern1
,,,"367562.0, 410148.0, 496225.0, 676796.0, 419027.0, 400152.0, 439256.0, 369238.0, 459223.0, 475072.0",451269.9,85285.9944275143,17,31130.393211844224,127,,,,splines,pattern1
,,,"96690.0, 92837.0, 93690.0, 95225.0, 93617.0, 94898.0, 93389.0, 93589.0, 96378.0, 102910.0",95322.3,2814.9412089775515,4,5580.73676668808,127,,,,splines,pattern1
,,,"120418.0, 122022.0, 121840.0, 121644.0, 122390.0, 131872.0, 127358.0, 133410.0, 128425.0, 144870.0",127424.9,7274.492538314958,8,5630.0414881760935,127,,,,splines,pattern1
,,,"152150.0, 150165.0, 153052.0, 145491.0, 146542.0, 150613.0, 145230.0, 151961.0, 146010.0, 151792.0",149300.6,2957.485830904351,12,685.4838523047226,15,,,,splines,pattern1
,,,"1045353.0, 1730268.0, 1794312.0, 1908031.0, 2006416.0, 1244088.0, 988132.0, 1098469.0, 1041648.0, 1051081.0",1390779.8,393744.14414789714,129,31130.393211844224,15,,,,splines,pattern1
,,,"156517.0, 154107.0, 155832.0, 157921.0, 154641.0, 152678.0, 155855.0, 153984.0, 155151.0, 158868.0",155555.4,1775.0093633555853,16,636.9292704532035,15,,,,splines,pattern1
,,,"207097.0, 206471.0, 197049.0, 191146.0, 193418.0, 201082.0, 197162.0, 197341.0, 197736.0, 202080.0",199058.2,4894.314697687511,4,643.3886927427847,15,,,,splines,pattern1
,,,"162848.0, 161938.0, 162872.0, 163592.0, 165882.0, 164291.0, 162809.0, 171702.0, 165265.0, 167074.0",164827.3,2749.3478153918613,8,620.082029324974,15,,,,splines,pattern1
,,,"151811655.0, 152034456.0, 152016766.0, 152296119.0, 151823444.0, 152334544.0, 152080411.0, 152149108.0, 155693926.0, 160943255.0",153318368.4,2766629.1106118727,1025,31130.393211844224,1,,,,splines,pattern1
,,,"948584.0, 933862.0, 950324.0, 933045.0, 930807.0, 928176.0, 926253.0, 937507.0, 975198.0, 973346.0",943710.2,17026.53653448052,12,43.09615565545073,1,,,,splines,pattern1
,,,"872211.0, 864880.0, 865192.0, 864089.0, 868584.0, 865650.0, 894799.0, 897301.0, 993580.0, 1245064.0",923135.0,113658.3303194271,16,41.163790690789185,1,,,,splines,pattern1
,,,"1702072.0, 1701467.0, 1699985.0, 1729909.0, 1662905.0, 1687862.0, 1705709.0, 1734258.0, 1758184.0, 1749929.0",1713228.0,27855.07162080184,4,41.2923886975065,1,,,,splines,pattern1
,,,"1093053.0, 1098957.0, 1085535.0, 1100655.0, 1079684.0, 1087463.0, 1145381.0, 1066944.0, 1078040.0, 1085273.0",1092098.5,20139.149774754642,8,39.80076629173821,1,,,,splines,pattern1
,,,"84275.0, 84442.0, 83898.0, 83277.0, 83491.0, 87314.0, 86662.0, 84027.0, 88206.0, 83004.0",84859.6,1744.30795446217,4,7312.136768974665,255,,,,splines,pattern1
,,,"200121.0, 198665.0, 198898.0, 202807.0, 204533.0, 205046.0, 199207.0, 199016.0, 213206.0, 210738.0",203223.7,4942.453764073064,8,7471.593920637881,255,,,,splines,pattern1
,,,"340737.0, 396313.0, 361235.0, 437606.0, 749115.0, 412853.0, 431827.0, 454394.0, 422356.0, 335856.0",434229.2,111963.67435181823,9,31130.393211844224,255,,,,splines,pattern1
,,,"107495.0, 110654.0, 107257.0, 106708.0, 106356.0, 106548.0, 107438.0, 106543.0, 106828.0, 109774.0",107560.1,1391.2342326150547,12,1931.2118782841371,31,,,,splines,pattern1
,,,"134433.0, 133450.0, 136534.0, 133837.0, 134378.0, 141115.0, 136500.0, 134901.0, 137306.0, 140572.0",136302.6,2566.4523451644295,16,1914.1003401056735,31,,,,splines,pattern1
,,,"129885.0, 133277.0, 134707.0, 132541.0, 131809.0, 130423.0, 138474.0, 132126.0, 133847.0, 133566.0",133065.5,2295.371614793561,4,1906.7681693578102,31,,,,splines,pattern1
,,,"497052.0, 579900.0, 610195.0, 767414.0, 1716485.0, 993980.0, 639688.0, 887905.0, 570280.0, 563188.0",782608.7,345562.7492520136,65,31130.393211844224,31,,,,splines,pattern1
,,,"124231.0, 125462.0, 124739.0, 124139.0, 124859.0, 125194.0, 132777.0, 133163.0, 122601.0, 134707.0",127187.2,4253.594639831116,8,1888.939647737317,31,,,,splines,pattern1
,,,"424718.0, 426928.0, 428517.0, 429643.0, 423185.0, 428905.0, 424309.0, 426684.0, 431582.0, 420368.0",426483.9,3199.040307654782,12,136.30181585798974,3,,,,splines,pattern1
,,,"479243.0, 483393.0, 478416.0, 476828.0, 501424.0, 483177.0, 485553.0, 496077.0, 491871.0, 456829.0",483281.1,11632.724061456973,16,138.35943398450982,3,,,,splines,pattern1
,,,"719111.0, 721431.0, 715062.0, 715456.0, 721116.0, 747189.0, 717765.0, 712863.0, 725415.0, 726406.0",722181.4,9311.621955384571,4,138.2898346298984,3,,,,splines,pattern1
,,,"22296026.0, 22262490.0, 22457829.0, 22195714.0, 22515401.0, 22998630.0, 22169717.0, 22691949.0, 24888733.0, 25798618.0",23027510.7,1199643.1040635419,513,31130.393211844224,3,,,,splines,pattern1
,,,"490835.0, 517716.0, 499451.0, 528035.0, 543773.0, 475401.0, 484392.0, 484874.0, 478534.0, 495323.0",499833.4,21587.251576798746,8,135.1109522411032,3,,,,splines,pattern1
,,,"139521.0, 142060.0, 140371.0, 140071.0, 142465.0, 143460.0, 146883.0, 141272.0, 143448.0, 143961.0",142351.2,2096.521681261608,4,6101.391929451236,511,,,,splines,pattern1
,,,"427539.0, 349031.0, 326734.0, 327272.0, 326035.0, 401156.0, 393561.0, 326542.0, 316726.0, 352079.0",354667.5,36883.36484446613,5,31130.393211844224,511,,,,splines,pattern1
,,,"85495.0, 86734.0, 87719.0, 88107.0, 89372.0, 88581.0, 90424.0, 90336.0, 91824.0, 91172.0",88976.4,1914.9882088409836,12,3932.631769094948,63,,,,splines,pattern1
,,,"170298.0, 169041.0, 167035.0, 166126.0, 177093.0, 162487.0, 155456.0, 156571.0, 162029.0, 158226.0",164436.2,6450.0743685635125,16,3967.5327013784536,63,,,,splines,pattern1
,,,"410912.0, 401763.0, 476810.0, 488969.0, 495509.0, 528336.0, 577481.0, 449318.0, 505223.0, 490936.0",482525.7,49696.71181889201,33,31130.393211844224,63,,,,splines,pattern1
,,,"100258.0, 96281.0, 95934.0, 98412.0, 95709.0, 96007.0, 97206.0, 96130.0, 100070.0, 100200.0",97620.7,1831.0080857276407,4,3911.8090866022562,63,,,,splines,pattern1
,,,"100617.0, 99472.0, 99218.0, 102058.0, 97193.0, 104510.0, 102161.0, 96841.0, 98935.0, 102255.0",100326.0,2313.68541508996,8,3997.6288672758988,63,,,,splines,pattern1
,,,"240593.0, 240516.0, 239433.0, 241691.0, 254633.0, 252197.0, 285355.0, 256231.0, 238331.0, 239071.0",248805.1,13840.384752238646,12,309.6773433504803,7,,,,splines,pattern1
,,,"248788.0, 246603.0, 250125.0, 246861.0, 245545.0, 247673.0, 246337.0, 251583.0, 257470.0, 252752.0",249373.7,3514.4672156672623,16,306.2132128398407,7,,,,splines,pattern1
,,,"5265597.0, 5339779.0, 5265685.0, 4437295.0, 5403906.0, 4024500.0, 4016638.0, 3995167.0, 4056673.0, 4193699.0",4599893.9,600315.3902930443,257,31130.393211844224,7,,,,splines,pattern1
,,,"345788.0, 348614.0, 349311.0, 348254.0, 351206.0, 351661.0, 351389.0, 358643.0, 350936.0, 353682.0",350948.4,3308.5933325206347,4,309.2520233298344,7,,,,splines,pattern1
,,,"260545.0, 261521.0, 263547.0, 266000.0, 264765.0, 258856.0, 262190.0, 262219.0, 263895.0, 259673.0",262321.1,2152.407928344439,8,294.65459111695145,7,,,,splines,pattern1
